Province,Accommodation,Category/ranking,Email,Tel,Fax,Address
Marrakech,Jardin Secret,Maison d'hôte,,024/37.66.06,024/37.66.06,"43,Arset Aouzal Bab Doukkala "
Marrakech,JARDINS D ISSIL,Maison d'hôte,,05.24.48.57.11,05.24.48.56.69,km 15 rte de l ourika sidi abdellah ghiat
Marrakech,Jnane Allia,Maison d'hôte,,05.24.32.20.54,05.24.32.20.54,douar ain ennafad cr oulad  hassoune
Marrakech,Jnane Meskellil,Maison d'hôte,sourcesbruxelles@wanadoo.fr,024.42.68.15 024.42.68.04,,"38,DERB MOULAY ABDELLAH BEN HSAIN LAKSOUR"
Marrakech,Jnane Mogador,Maison d'hôte,Jnanemogador@hotmail.com,024/42.63.23,024/42.63.23,116 Riad Zitoun Lakdim derb Sidi Bouloukat
Marrakech,Jnane rihane,Maison d'hôte,jnane-rihane@hotmail.com,024-37-53-70,0 24 37 53 70,km 7 route ourika
Marrakech,Kasbah agounsane,Maison d'hôte,,05.24.43.58.87,05.24.43.58.87,douar agounsane tnine ourika
Marrakech,kasbah bab ourika,Maison d'hôte,,06.61.25.23.28,06.61.44.77.89,tnine ourika cr ourika
Marrakech,Kasbah carcalla,Maison d'hôte,,05.24.48.21.58,05.24.48.21.68,km 25 route de l ourika
Marrakech,Kasbah Des Roses,Maison d'hôte,Kasbahdesroses@iam.net.ma,024.32.93.05/061.24.37.02,024/32.93.03,Km 9 Route de Ouarzazate BP 6107
Marrakech,Kasbah id aaissa,Maison d'hôte,, 06.61.24.90.00                   -,05.24.48.56.11              -,ouirgane
Marrakech,KASBAH IGOUDAR,Maison d'hôte,,06.74.52.65.24,,douar igoudar sidi badhaj k ouazguita
Marrakech,Kasbah le mirage,Maison d'hôte,contact@kasbahlemirage.com,024/31-44-44,024/31-25-25,douar oulad messaoud com. ouahat sidi brahim
Marrakech,Kasbah omar,Maison d'hôte,,05.24.48.20.94,05.24.48.20.94,km 38 route de l ourika
Marrakech,KASBAH SHAMA,Maison d'hôte,,05.24.31.13.50,05.24.30.86.46,douar marigha commune rurale wwirgane
Marrakech,Kasbah tamadot,Maison d'hôte,anne-laure.boulard@kasbahtamadot.virgin.com,024/36.82.00,024/36.82.11,Douar Taourirt Kiadat Asni
Marrakech,Kasbah toubkal,Maison d'hôte,,024/48.56.11,024/48.56.11,Imlil BP 31 Asni
Marrakech,kasbaha agafay,Maison d'hôte,info@kasbahagafay.com,05.44.36.86.00,024/42.02.70,Km 20 Route Guemassa BP .226
Marrakech,kasbaha tiwaline,Maison d'hôte,Zaravincent@yahoo.fr,061-39-91-72/061-24-56-72,,LOT SAKALI CR AL OUIDANE CAIDAT OULAD HASSOUNEBP 18
Marrakech,Ksar Agdid,Maison d'hôte,,024.37.58.41,024.37.58.41,"4, derb El Farrane Arset El Missioui"
Marrakech,Ksar anika,Maison d'hôte,,,,route de magbara des juifs mellah
Marrakech,Ksar catalina,Maison d'hôte,ksarcatalina@menara.ma,024-33-54-99,024-33-54-83,"120, Jaouhar, Route de Targa, Sidi Ghanem"
Marrakech,KsarChair Bagh,Maison d'hôte,Info@ksarcharbagh.com,024-32-92-44,024-32-92-14,JNANE  ABIAD PALMERAIE BP 2449
Marrakech,Kssour Agafay,Maison d'hôte,kssouragafay@menara.ma,024-42-70-00/024-44-11-22,024-42-90-79,"52, SABET GRAOUA LAKSOURS MARRAKECH"
Marrakech,LA CLE DE LA MEDINA,Maison d'hôte,,066.45.23.75,,"18,derb nkhal,rahba lakdima"
Marrakech,La closerie du soleil,Maison d'hôte,,024-32-20-35,024-32-20-36,"Douar M'Zouk, Route de Sidi Rahal, CR Oulad Hassoune"
Marrakech,La ferme berbere,Maison d'hôte,lafermeberbere@yahoo.fr,05424/38-56-85,0524/38-56-85,km9 route de l'ourika
Marrakech,La ferme des oliviers,Maison d'hôte,ROUTE DES FESReservation@fdomarrakech.com,024-32-99-55,024-32-99-77,"KM 18, ROUTE DES FES COMMUNE OULED HASSOUNA OUIDANE"
Marrakech,La maison dar saada,Maison d'hôte,réservation@lamaisondemarrakech.com,024/38-85-38,,46-47 derb zaari
Marrakech,La maison des oliviers,Maison d'hôte,lamaisondesoliviers@menara.ma,024.37.54.05,024.37.54.06,"KM 6,5 ROUTE DE L'OURIKA DOUAR LAGOUACEM"
Marrakech,La maison orange,Maison d'hôte,Contact@maisonorange.com,024-44-50-85,024-44-51-25,n°92 riad zitoune jdid
Marrakech,La Terasse Des Olivier,Maison d'hôte,contact@terrasse-des-oliviers.com,024/38.72.48,024/38.72.48,79 Derb Derdouba Bab Doukkala Arser Thiri
Marrakech,Las Palmeras,Maison d'hôte,,024/32.83.87,024/32.80.66,"M'hamdia, commune rurale al ouidane, oulad hassoune"
Marrakech,Le dromadaire bleu,Maison d'hôte,,,,19 derb chorfa lakbir mouassine
Marrakech,Le palais de bonheur,Maison d'hôte,,024/49.62.49,024/49.62.49,"ROUTE N° 601, KM 5,5 ROUTE DE L'AMRABTINE"
Marrakech,Le tresor de la palmerie,Maison d'hôte,contact@tresorde palemeraie.com,0 24 43.72.56,0 24/43.95. 31,"N° 22, Rue Serwa Quartier Ennakhil"
Marrakech,Les 5 djellabas,Maison d'hôte,,,,palmeraie
Marrakech,Les clefs du sud,Maison d'hôte,contact@cledusud.com,024/38.63.54/024-37-62-42,024.38.08.17,49 Diour Jdid Zaouia El Abbassia 
Marrakech,Les deux tours,Maison d'hôte,deuxtours@iam.net.ma,024-32-95-25/024-30-95-26,024-32-95-23,CIRCUIT DE LA PALMERAIE DOUAR ABIED BP 513
Marrakech,Les jardins arabes,Maison d'hôte,maisonarabe@iam.net.ma,024-38-70-10,024-38-72-21,"1, DERB ESSAHBE 30 DERB EL FERRANE BAB DOUKKALA"
Marrakech,Les jardins de Kesala,Maison d'hôte,,024/37.57.96,024/44.87.95,"DOUAR LAGGUASSEM, KM 6,5 , ROUTE DE L'OURIKA"
Marrakech,Les jardins de la,Maison d'hôte,responsable.resa@lesjardinsdelamedina.com,024-38-18-51,024-38-53-85,"21, DERB CHTOUKA QUARTIER DE LA KASBAH"
Marrakech,Les jardins de Riad laarous,Maison d'hôte,,,,56 derb sidi bouamar riad laarous
Marrakech,Les seutes de l atlas,Maison d'hôte,,024/37-62-68,,Km 10 Route de L'Ourika
Marrakech,LVM,Maison d'hôte,,,,31 derb lamnabha kasbah
Marrakech,Maison Arabo,Maison d'hôte,,024.38.12.41,,"66-67, derb Touregh Kasba"
Marrakech,Maison Belle Baraka,Maison d'hôte,riadelbaraka@hotmail.com,024.38.73.90/061-30-65-91,024/38.73.90,"242, Derb Asafrou Sidi Bouamer Riad Laarous"
Marrakech,Maison Boutanga,Maison d'hôte,,024/37-52-31/061-18-93-27,024/37-52-31,BP 1151 POSTE BAB AGNAOU
Marrakech,Maison MK,Maison d'hôte,,024/37.61.73,,"14, Derb Sbal, Laksour"
Marrakech,Maison rouge,Maison d'hôte,maisonrouge@menara.ma,024/38-09-08 0 72 35 09 05 ,,"51 Bis Derb Zemrane, Berrima  Marrakech Medina"
Marrakech,Marrabahiacom,Maison d'hôte,riadmarrabahia@gmail.com,524387636,524387631,"N° 6 et 7 Tarik bahia, Riad Zitoune jdid Marrakech"
Marrakech,Marrakech villa Harmoni,Maison d'hôte,riadharmonie@marrakechvilla.ma,024/37.79.75/061.49.19.72,024/73.79.54,"23, Derb Touareg Ksibat Nhass Kasbah"
Marrakech,Mirage d atlas,Maison d'hôte,,024/32.85.57,024/32.85.19,"PROPRIETE DITE ESSADAKA,  P4.CR AL OUIDANE"
Marrakech,MUMTAZ DAR,Maison d'hôte,,061-16-13-19,,"Douar Chaouf, C. Ouaht Sidi Brahim"
Marrakech,Murano Oriental Resort,Maison d'hôte,,024-32-70-00,024-32-86-66,"Douar Abiad, Minicipalité Ennakhil"
Marrakech,Navic Maroc,Maison d'hôte,contact@dar-hanane.com,024/37.77.37 /063/83.92.92,024/37.70.74,"N° 9 Derb Lalla Azzouna, kaat benahid"
Marrakech,OURIKA GARDEN ,Maison d'hôte,,05.24.48.44.41,,vallee de l ourika aghbalou km 48 . 5  al haouz
Marrakech,Palais Djena  Resort,Maison d'hôte,contact@darjena.com,024/33.25.75 /063/38.24.04,024-33.25.76,Km 8 Route de l'ourika
Marrakech,Palais el miria,Maison d'hôte,,024/30/65/44,024.30.78.70,DOUAR BELAAGUID OUAHAT SIDI BRAHIM
Marrakech,Palais Jar,Maison d'hôte,,024.32.97.65,024.32.83.49,"Rue Daraa, Dar Tounsi, Palmeraie"
Marrakech,Palais lorhzgal,Maison d'hôte,Contact@palaislorhzal.com,024-32-87-30,024-32-87-31,"15, RUE AL BISSATE DAR TOUNSI ROUTE DE FES"
Marrakech,Palais noor el jana,Maison d'hôte,,05.24.32.20.31,05.24.32.20.32,km 17 commune rurale oulad  hassoune rte de  fes
Marrakech,Palais rhoul,Maison d'hôte,palaisrhoul@menara.ma,024-32-94-94/024-32-94-95,024-32-94-96,"KM 6, DAR TOUNSI ROUTE DE FES"
Marrakech,Palais Sebban,Maison d'hôte,palais.sebban@menara.ma,024-44-02-25/024-44-02-26,024-44-02-28,"43, Derb Moulay Abdellah Hssaine, Laksour"
Marrakech,Palais Sultan,Maison d'hôte,,024-38-40-07,024-37-50-46,"MH31, Zone Touristique d'Agdal"
Marrakech,PalaisMehdi,Maison d'hôte,info@palaismehdi.com,024-30-75-77/024/30-28-49,024-30-28-55/024-20-03-49,Circuit de la Palmeraie
Marrakech,Riad  el sagaya,Maison d'hôte,Contact@riad-elsagaya.com,024-38-03-53,024-38-03-53,150 Bab Doukkala Arset Ihiri Triq Lagza
Marrakech,RIAD 34,Maison d'hôte,,024-37-50-22,,"34, Derb Lahbib Maguni, Riad Zitounr Jdid"
Marrakech,Riad 41,Maison d'hôte,,024.43.33.67,024.43.33.67,"N°41 ,Derb alarsa kennaria"
Marrakech,RIAD 5 SENS,Maison d'hôte,,024-38-54-02,,"10-11, Derb El Baroud, Hart Essoura"
Marrakech,Riad 58 Blu,Maison d'hôte,,05.24.38.09.31,05.24.38.59.87,"58/4,derb jdid,douar graoua."
Marrakech,Riad 64,Maison d'hôte,,,,medina
Marrakech,Riad 72,Maison d'hôte,riad.72@wanadoo.net.ma,024/38.76.29,024/38.47.18,72 Arset Awzal Bab Doukkala
Marrakech,Riad abaka,Maison d'hôte,,,,21 derb koukni quartier laksour
Marrakech,Riad Abbasia,Maison d'hôte,Riadabbassia@menara.ma,024-38-57-18 / 061/24.07.14,024-43-66-87,"2, Derb El Khettara Zaouia Abbassia"
Marrakech,Riad abracadabra,Maison d'hôte,,,,125 derb jamaa derb dabachi
Marrakech,Riad aderbaz,Maison d'hôte,,,,40 derb el foundouk sidi mimoune
Marrakech,RIAD ADRIANA,Maison d'hôte,,024-38-96-10/010-17-26-30,,"99, Derb Jdid, Bab Doukkal"
Marrakech,Riad Agathe,Maison d'hôte,Riad.agathe@menara.ma,024-37-66-23,024-37-66-34,N° 254 Sidi Bouaamar Riad Laarous
Marrakech,Riad aguavuva,Maison d'hôte,,,,03 derb draz sidi ghanem zaouia
Marrakech,Riad Aguerzame,Maison d'hôte,,024.38.11.84,024.38.11.84,"66,derb jdid dour Gnaoua"
Marrakech,Riad Ailen,Maison d'hôte,,024/.37.78.94,,"170, Derb Mejjat Hilana"
Marrakech,Riad ajebel,Maison d'hôte,,,,91 derb chtouka kasbah
Marrakech,Riad Ajmal,Maison d'hôte,,024/37.77.18 /074/86.12.92,024/37.77.18,75 Arset Aouzal Bab Doukkala
Marrakech,Riad Akka,Maison d'hôte,,024/37-57-67,024/37-57-68,65 DERB LAHBIB MAGNI
Marrakech,Riad al badia,Maison d'hôte,thierry.charrier3@wanadoo.fr,,,"135,Derb Hal Sous Berrima"
Marrakech,RIAD AL BIZZIA,Maison d'hôte,,024-38-34-74,,"7, Derb Sbaiya, Kasbah"
Marrakech,Riad al jawhara,Maison d'hôte,,024.38.42.33,,"8,Derb Sidi Daoud, Jnane Ben Chagra"
Marrakech,Riad Al jazira,Maison d'hôte,aljillije@iam.net.ma,024-42-64-63/024-39-16-09,024-42-65-11,N° 7/8 DERB MiARA SIDI BEN SLIMANE
Marrakech,Riad al kadar,Maison d'hôte,,024.38.16.39,024.38.16.39,"132,Derb Jamaa Arset Belbaraka"
Marrakech,Riad Al karam,Maison d'hôte,inf@marrakech-hebergemen,024/72.36.67.88,,119 derb jdid dabachi
Marrakech,Riad Al nour,Maison d'hôte,riadalnour@menara.ma,024/38.72.38,044/38.10.10,"7, Derb Haj Bousseine Bab Doukkala"
Marrakech,Riad al rimal,Maison d'hôte,,05.24.38.29.72,,43 derb fhal zefriti laksour
Marrakech,Riad Aladin,Maison d'hôte,riadaladdin@menara.com,024-38-64-25,024-38-64-19,"6/7, DERB TOUAREG BERRIMA"
Marrakech,Riad Alaka,Maison d'hôte,contact@riad-alaka.com,024/38.38.28,,"35, Derb Alak Bab Doukkala"
Marrakech,Riad alamir,Maison d'hôte,,024/37.67.02,,"52,Derb My Abdellah Ben Hssain,LAKSOUR"
Marrakech,Riad alassala,Maison d'hôte,riadalassala@yahoo.fr,0 24 44.41.35/011.72.41.27,0 24.44.41.34,Arsat Moulay Moussa Rue  du Dispensaire et Rue Sequiaie N°19 Marrakech Medina
Marrakech,Riad alegria,Maison d'hôte,riad.alegria@live.fr,0 524 38 56 16,,"16,derb Touareg Medina 40000 Marrakech"
Marrakech,Riad alfaras,Maison d'hôte,,024.39.17.20/068.76.00.99,024.39.17.20,"35,derb Boutouil Kennariat"
Marrakech,Riad Alida,Maison d'hôte,riad.marjana@menara.ma,024/37.58.22 / 061/64.63.93,024/37.58.22,"7,Rue Dar El Bacha,Bab Doukkala "
Marrakech,Riad Alisma,Maison d'hôte,,024/37-89-35,,50 RUE DE LA BAHIA
Marrakech,Riad altainam,Maison d'hôte,,024.43.98.44,024.43.60.89,"16,Derb Saada, Arset el Houta"
Marrakech,Riad alwane,Maison d'hôte,info@riadalwane.com,024 39 54 78/060 73 83 98,024 39 54 78,"39, derb Chbouk, Zaouia El Abbassia"
Marrakech,Riad Amalia ex laksour,Maison d'hôte,riadomaroc@menara.ma,024.42.68.65 061.51.47.19,024.42.68.65, 9 DERB EL BOUKILI LAKSOUR
Marrakech,Riad amazigh,Maison d'hôte,contact@riadamazigh.com, 024-44-07-93,024-44-11-31,"80, DERB EL HAMMAM MOUASSINE"
Marrakech,Riad Ambra,Maison d'hôte,,024/38-40-14,,211 ARSET AOUZAL BAB DOUKKALA
Marrakech,Riad amin,Maison d'hôte,,024/38.38.66,,"42, Place my Yazid Kasbah"
Marrakech,Riad Amina,Maison d'hôte,Resa@riadamina.com,024-38-13-63,024-38-13-52,N°1 DERB SIDI BEN SLIMANE BAB TAGHZOUTE
Marrakech,Riad Amira,Maison d'hôte,riadamira@voila.fr,024.38.43.23,024.38.43.23,52/53 Derb Ben Zina Kasbah
Marrakech,Riad amira al eldia,Maison d'hôte,,024-32-89-12/064-74-35-36,,"33, Derb Fhal Zfrit Laksour"
Marrakech,Riad Amira Vectoria,Maison d'hôte,Sudconquete@iam.net.ma,061.23.55.99/024.43.13.79,024/43.13.79,"12, Derb El Baroud Hart Soura bab Kechich"
Marrakech,Riad amirain,Maison d'hôte,,,,144 derb el hajra arsat ben brahim bab doukkala
Marrakech,Riad Amskal,Maison d'hôte,,024/37.80.41,,"129,Derb Sidi Mimoune, Sidi M'Barek"
Marrakech,Riad Amssafah,Maison d'hôte,Contact@riadamssaffah,024-42-73-63/024-42-74-75,024-42-73-43,"1, FOUNDOUK EL MELHA ASSOUEL"
Marrakech,Riad anais,Maison d'hôte,,,,medina
Marrakech,Riad andalla,Maison d'hôte,,,,15 derb zaari kennariat
Marrakech,Riad andalouse,Maison d'hôte,,024/38.92.50,,"1, derb el faran lakbir, bouskri"
Marrakech,Riad anjar,Maison d'hôte,,,,4 derb snane quartier mouassine
Marrakech,RIAD ANNOUJOUM,Maison d'hôte,,024/38.47.19,024/38.93.58,"50, derb ben zina, kasbah"
Marrakech,Riad annur,Maison d'hôte,bntbe@iam.net.ma,024.38.67.75/066.72.11.90,024.40.73.43,"207, DERB Ben Nasser Arset Ben Brahim"
Marrakech,Riad Anya,Maison d'hôte,,024/37.62.74,024/37.62.74,"149, Derb Sidi M'Barek, Sidi Mimoune "
Marrakech,Riad anyssates,Maison d'hôte,,,,144 derb el bomba arsat ihiri bab doukkala
Marrakech,Riad argan,Maison d'hôte,,05.24.37.83.35,05.24.37.83.35,33 derb zanka daika riad zitoun jdid
Marrakech,Riad ariha,Maison d'hôte,,024-37-58-50,024-37-58-50,"90, Derb Ahmad El Borj"
Marrakech,RIAD ARMELLE,Maison d'hôte,,024.38.09.41,024.38.09.41,"23,derb l'hotel,bab doukkala"
Marrakech,RIAD AROCHA,Maison d'hôte,arocha@menara.ma,024-38-52-63,024-38-52-63,28 Zaouia El Abbassia
Marrakech,Riad Asna,Maison d'hôte,riadasna@menara.ma,024.38.62.67 / 067/64.78.93,024.38.62.67,"20, DERB ZEMMOURI BAB DOUKALA"
Marrakech,Riad Assala,Maison d'hôte,Info@riadassala.com,05 24-42-91-01,024-42-91-01,8 DERB OUAYHAH SIDI ABDELAZIZ
Marrakech,RIAD ASSALAM,Maison d'hôte,,024-38-99-77,024-38-99-77,"13, Derb Touareg, Berrima"
Marrakech,Riad assouel,Maison d'hôte,riad@riad-assouel.com,024/37-59-14,024/37-59-15,51 DERB LALL BENT EL AMRI
Marrakech,Riad atlas quatre,Maison d'hôte,,024-38-64-77,,"50, RUE DE LA RADEMA MEDINA"
Marrakech,Riad Aubrac,Maison d'hôte,darlaaziza@menara.ma,024/38.72.72 068/56 09 53,024/38.72.72,29 DERB BEN ALLAL BEN SALAH
Marrakech,Riad Auggy,Maison d'hôte,Riadauggy@yahoo.com,024/44.06.94,024/44.06.94,"129, Derb Snane Mouassine"
Marrakech,Riad awa,Maison d'hôte,,05.24.38.28.38,,6 derb el hajra kasbah
Marrakech,Riad Ayadina,Maison d'hôte,info@riadayadina.com,024-38-38-81,024-38-32-02,"N°34,35 36 ZAOUIA ABBASSIA KAA EL MACHRAA"
Marrakech,RiAD azalia ex maria,Maison d'hôte,Manganiello_1@menara,024/42.76.24,024/42.76.24,"66, Derb Jamaa Riad Zitoune  Lakdim"
Marrakech,Riad Azenzer,Maison d'hôte,,024/38 53 83,,109 DERB SABAAT REJAL MOUKEF
Marrakech,Riad Aziza Maria,Maison d'hôte,Contact@azizamariapia.com,024-38-21-22/061-31-15-68,024-38-21-22,"8, DERB SIDI AHMED OU MOUSSA"
Marrakech,Riad azoulay,Maison d'hôte,,05.24.38.37.29,,03 derb jamaa hay essalam
Marrakech,Riad azukar,Maison d'hôte,,,,84 derb lalla chacha douar grawa
Marrakech,Riad azza,Maison d'hôte,,,,143 derb cherkaoui aouzal bab doukkala 
Marrakech,Riad Azzar,Maison d'hôte,info@riadazzar.com,061-15-81-73/061-15-81-79,024-38-90-91,"94, DERB MOULAY ABDELKADER DERB DABACHI"
Marrakech,Riad Bab Agnaou,Maison d'hôte,contact@riadbabagnou.com,024.37.73.33,,"89,derb Ettabal Kasbah"
Marrakech,RIAD BAB JANNA,Maison d'hôte,,024-38-27-61,024-38-56-92,"17, Derb El Kouri, Sidi Benslimane"
Marrakech,Riad Babuch,Maison d'hôte,,024.39.16.43,,8 et 9 derb snane Mouassine
Marrakech,Riad Badra,Maison d'hôte,Info@riadbadra.com,024.38.27.13/067.05.27.27,024/38.27.13,"203, Derb Arset Aouzal Bab Doukhala"
Marrakech,Riad Bahja,Maison d'hôte,riadbahja@menara.ma,024/38-58-81,024-38-58-67,"24, DERB JDID BAB DOUKKALA"
Marrakech,RIAD BAMAGA,Maison d'hôte,,024.37.36.11,024.37.36.11,"86,derb sidi bouamar,riad laarous"
Marrakech,Riad bamboo olea,Maison d'hôte,,05.24.37.84.11,05.24.37.84.11,46 derb el hajra derb dabachi
Marrakech,Riad Bassim,Maison d'hôte,,024-38-14-75,024-38-10-11,"91-92, Derb Kbala, Kasbah"
Marrakech,Riad Batoul,Maison d'hôte,,024-38-11-62,024-38-65-55,Angle Rue et Rue Arsat El Maach et Rue Docteur Linares
Marrakech,Riad Bayti,Maison d'hôte,INFO@RIAD-BAYTI.COM,024.38.01.80/066-25-46-54,024/38.01.80,"35, Derb Saka Hay Salam (Bab Mellah)"
Marrakech,Riad berbere,Maison d'hôte,darelqadi@hotmail.com,024/37.80.61/024/38.45.96 /062/40.48.61,,23 Derb Ahmed Benacer Kaât Benahid
Marrakech,Riad bibtiya,Maison d'hôte,,061.87.18.81/024-44-37-82,,"58, derb el hammame mouassine"
Marrakech,Riad Borj Dar Lamane,Maison d'hôte,Suntrek@menara.ma,024.37.85.41 024.32.91.02,024.33.04.87,"11,DERB EL KOUDIA QUARTIER BEN SALAH"
Marrakech,Riad Bouguinvilliers,Maison d'hôte,,024.39.17.17-061.17.02.22,024.39.17.17,"5, DERB BEN AMRANE RIAD ZITOUNE LAKDIM"
Marrakech,RIAD BOUSSA,Maison d'hôte,,024-38-08-23/061-48-19-59,024-38-08-23,"192, Derb Jdid, Derb Dabachi"
Marrakech,Riad caid rassou,Maison d'hôte,,05.24.42.66.30,05.24.42.66.33,4 derb caid rassou bab ailane
Marrakech,Riad carina,Maison d'hôte,riadcarina@menara.ma,061-16-25-90/024.38.53.01,024-38-53-01,76 Derb Touareg Rue Berrima
Marrakech,Riad Casa Lala,Maison d'hôte,contact@casalalla.com,024.42.97.57,024.42.97.59,16 deb jemaa riad zetoun lakdime   
Marrakech,Riad catalina,Maison d'hôte,riadcatalina@menara.ma,024.42.67.01,024.42.67.02,"21,DERB ABDELLEH BEN HSAIN LAKSOUR"
Marrakech,Riad Celia,Maison d'hôte,hotelriadcelia@yahoo.fr,024.42.99.81/42.99.84,024/42.99.80,"1, Douar Graoua Riad Zitoun Jdid"
Marrakech,Riad Chama,Maison d'hôte,maison-traditions@menara.ma,024.43.72.11,024.44.81.55,"N°22,TAHT SOUR LAKBIR ZAOUIA"
Marrakech,Riad Charai,Maison d'hôte,info@riadcharai.com,024.38.80.80 /061.24.43.72.11, 024.43.72.11," 54,DIOUR JDAD ZAOUIA ABBASSIA"
Marrakech,Riad charik,Maison d'hôte,,024/37-85-98,,120 DERB ZEMOURI SIDI BOUAMAR RIAD LAAROUS
Marrakech,Riad Charkia,Maison d'hôte,,024/37.64.77,,"49/50, Derb El Halfaoui, Bab Doukala"
Marrakech,RIAD CHENNAOUI,Maison d'hôte,,024-37-73-51,024-37-73-51,"1, Derb Sidi Farès, Riad Zitoune Jdid"
Marrakech,Riad Chergui,Maison d'hôte,,024-38-33-34,024-38-33-34,"53,54 derb el halfaoui, bab  doukkala"
Marrakech,Riad chi chi,Maison d'hôte,,05.24.38.98.57,,12 derb el anboub baroudiyine
Marrakech,Riad Chorfa,Maison d'hôte,info@riadchorfa.com,024/44.30.05,024/44.30.05,"6, Derb Chorfa Lakbir Moussine"
Marrakech,Riad Chouia chouia,Maison d'hôte,Riadolive@yahoo.fr,024/42.66.34/062-09-36-29,,"40, Rue Fhal Zefriti Laksour"
Marrakech,Riad Chraibi,Maison d'hôte,info@riadchraibi.com,024.42.68.72/024-42-68-78,024.42.68.72,"9, DERB AZZOUZ MOUASSINE"
Marrakech,Riad Christina,Maison d'hôte,contact@riadcristina.com,024-38-43-84/010-10-49-16,,"136,derb Jdid derb Dabachi"
Marrakech,Riad clememtine,Maison d'hôte,contact.@riad-clementine.com,024-38-22-94,024-38-03-71,38 Derb Sidi Messaoud Bab Doukkal
Marrakech,Riad Couleurs de Sud,Maison d'hôte,,024/37.61.91,,"229,Arsat Ihiri, Arsat Ben Brahim, Bab Doukala"
Marrakech,Riad Dalia,Maison d'hôte,riaddalia@menara.ma,024-44-21-96/024-37-80-04,024/42.90.36,"40, Derb Tiziguarine Rue Dar El Bacha Doukkala"
Marrakech,Riad Dama,Maison d'hôte,Riaddama@yahoo.fr,024-42-72-87/061-42-72-87,024-42-70-28,"1,DERB EL BOUMBA ARSET EL HOUTA"
Marrakech,Riad Dar Dialkoum,Maison d'hôte,dardilkoum@hotmail.com,024.38.61.18/065.40.72.06 ,           _,317 DERBJDID DERB NAKHLA BAB DOUKKALA
Marrakech,Riad dar ilham,Maison d'hôte,darilham@menara.ma,064.78.75.12,024.32.99.07,route de fes km 13-oulad hassou douar oulad jallal
Marrakech,Riad Dar Mimoune,Maison d'hôte,Darmimouna-1@menara.ma,024.38.40.78/062-13-22-1-,024.38.40.79,151 derb sidi mbarek sidi mimoune
Marrakech,Riad dar nael,Maison d'hôte,Riad.darnael@.fr,024.37.70.59/066.30.91.72,024.37.57.36,"38,DERB EL BAROUDI,HART SSOURA"
Marrakech,Riad dar saba,Maison d'hôte,,061.89.62.10/061.89.62.10,,"N°278,DERB SIDI BOUAMAR RIAD EL AROUS"
Marrakech,Riad Daria,Maison d'hôte,contact@riaddaria-marrakech.com,024/37.67.67,024-37-67-67,"186, Derb Chtouka Kasbah"
Marrakech,Riad Darna,Maison d'hôte,contactriad-darna.com,063.12.57.56/024-42-61-68,024-38-32-62,"n°2, derb boucetta sghir mouassine"
Marrakech,Riad Davia,Maison d'hôte,riad davia@hotmail.fr,024-39-18-01,024-39-18-01,Bab aylen boutouil derb aarab N°43
Marrakech,Riad De l'Oriental,Maison d'hôte,loriental@iam.net.ma,024-42-66-42/061-14-21-03,024-42.66.42,"75, Derb Ahmer Quartier Laksour"
Marrakech,Riad Del Arte,Maison d'hôte,darjalansa@yahoo.fr,024/38.33.89,,"28, Derb Sebbane Riad Laarouss"
Marrakech,Riad des arts,Maison d'hôte,contact@riadadesarts,024.44.30.40,024.44.30.40,"116,derb my abdelkader,derb dabach"
Marrakech,Riad des droles,Maison d'hôte,palacinmagali@netcourrier.com,024-38-07-25/061-01-11-08/072-06-04-60,,"23,derb jdid,derb dabachi"
Marrakech,Riad Des Eaux,Maison d'hôte,Riad.eaux@menara.ma,024.42.80.72/067.66.18.55,024.42.80.71,"24,Derb Lakhder Riad Zitoun LAkdim"
Marrakech,Riad Diana,Maison d'hôte,,05.24.89.92.24,,85 derb jdid riad zitoune jdid
Marrakech,Riad dix neuf la ksour,Maison d'hôte,,05.24.38.41.32,05.24.38.36.22,16 derb sania laksour
Marrakech,Riad Djebel,Maison d'hôte,,024/37.84.94,,"190, Derb Skkaya, Hay Sebtiyine"
Marrakech,Riad djemanna,Maison d'hôte,,024-38-35-87/061-48-10-91,024-38-35-87,"69,derb el halfaoui , bab doukkala"
Marrakech,Riad Dollar des sables,Maison d'hôte,,024.44.43.14,024.44.43.14,13 DERB DEFFA OURBAA MEDINA
Marrakech,Riad douceur mandarine,Maison d'hôte,,024.38.25.39,024.38.25.39,10 DERB BLAL RIAD ZITOUN JDID
Marrakech,Riad Du Lion de l atlas,Maison d'hôte,Riaddulion@télé2.fr,024.42.75.10,024.42.75.10,"18,BAB FTOUH DERB JDID LAKSOUR"
Marrakech,Riad Du Palmier,Maison d'hôte,Info@riads-marrakech.com,024/42.75.75,024/38.60.30,"22, Derb Toureg berrima"
Marrakech,Riad Du Petit Prince,Maison d'hôte,Riad@riaddupetitprince.com,024/38.59.27/063-41-79-30,024/38.59.27,"33, Derb Nahla Bab doukkala"
Marrakech,RIAD DUE,Maison d'hôte,,024/38.76.29,024/38.47.18,"2, dreb chentouf, riad laarous"
Marrakech,Riad Ebene,Maison d'hôte,Riadebene_1@menara.ma,024/38.46.00/,024/38.46.05,"2, Derb Sbaï El Kasbah"
Marrakech,Riad Eden,Maison d'hôte,riadlamine@menara.ma,024/44.56.40,024/44.56.40,25 Derb Jdid Riad Zitoun Lakdim
